Project_ID,Project_Name,Sector,Lead_Contractor,Target_Budget_USD,Final_Cost_USD,Planned_Start,Planned_Duration_Days,Actual_End
PROJ-1468,Site Phase 7 Development,Residential,Apex Construction Inc,769392,,2023-04-22,104,
PROJ-1469,Site Phase 7 Development,Residential,Vertex Infra,2950770,5274388.5942195915,2022-02-15,246,2023-01-10
PROJ-1470,Site Phase 3 Development,COMMERCIAL,Apex Build,2767275,4019688.380004753,2023-01-08,225,2023-12-06
PROJ-1471,Site Phase 4 Development,Infrastructure,Delta Partners,3213700,3148713.81131269,2023-06-02,350,2024-06-06
PROJ-1472,Site Phase 7 Development,COMMERCIAL,Apex Construction Inc,3666138,4914829.278916701,2022-04-09,246,2022-12-27
PROJ-1473,Site Phase 8 Development,res,Delta Partners,983280,1488877.892612506,2024-06-10,136,2024-12-08
PROJ-1474,Site Phase 2 Development,Residential,Summit Const,4754043,6678135.040396005,2024-01-15,413,2025-03-28
PROJ-1475,Site Phase 9 Development,COMMERCIAL,Apex Construction Inc,2158888,2877490.358612115,2022-02-06,421,2023-07-05
PROJ-1476,Site Phase 7 Development,Residential,Delta Partners,3788782,5237242.906987446,2022-10-07,262,2023-10-10
PROJ-1477,Site Phase 8 Development,Infrastructure,Summit Const,1899168,2766450.4298649435,2022-12-15,219,2023-08-14
PROJ-1478,Site Phase 6 Development,Commercial,Delta Partners,7396500,9051702.957111837,2023-05-12,500,2024-10-14
PROJ-1479,Site Phase 6 Development,COMMERCIAL,Delta Partners,1796760,2418349.8656301307,2022-10-29,184,2023-07-05
PROJ-1480,Site Phase 9 Development,COMMERCIAL,Apex Construction Inc,1829880,2622509.9582091686,2022-06-30,204,2023-02-17
PROJ-1481,Site Phase 4 Development,Residential,Summit Const,4164940,5900059.3410521345,2023-08-30,332,2024-10-10
PROJ-1482,Site Phase 5 Development,Infrastructure,Apex Build,5370968,6888039.32480486,2022-04-09,509,2023-10-04
PROJ-1483,Site Phase 9 Development,res,Vertex Infra,2143887,2798856.4887994565,2023-12-01,381,2025-02-13
PROJ-1484,Site Phase 1 Development,Infrastructure,Apex Construction Inc,4299519,5910037.032212574,2024-09-19,371,2025-10-12
PROJ-1485,Site Phase 4 Development,COMMERCIAL,Summit Const,2733072,4084242.069124344,2022-04-26,388,2023-07-11
PROJ-1486,Site Phase 7 Development,res,Delta Partners,2730852,3859288.189942186,2022-07-10,372,2023-09-02
PROJ-1487,Site Phase 9 Development,Infrastructure,Summit Const,1719672,2156792.4135246417,2022-09-10,158,2023-04-06
PROJ-1488,Site Phase 6 Development,Commercial,Vertex Infra,3124845,4523127.461996669,2024-09-07,237,2025-05-25
PROJ-1489,Site Phase 8 Development,Residential,Vertex Infra,524900,1076538.8121898314,2024-07-16,100,2024-12-29
PROJ-1490,Site Phase 9 Development,Infrastructure,Apex Build,2718275,4373350.54994408,2024-09-09,343,2025-11-25
PROJ-1491,Site Phase 4 Development,Infrastructure,Apex Build,4208017,,2022-06-10,419,
PROJ-1492,Site Phase 1 Development,Commercial,Vertex Infra,2682326,3697389.7118193316,2022-09-13,449,2023-12-19
PROJ-1493,Site Phase 8 Development,COMMERCIAL,Apex Construction Inc,1843659,2547926.9566823547,2022-11-19,127,2023-04-07
PROJ-1494,Site Phase 2 Development,Residential,Apex Construction Inc,2718816,3311199.021445199,2022-05-08,223,2023-02-16
PROJ-1495,Site Phase 1 Development,Infrastructure,Delta Partners,4096575,5273250.23795369,2022-01-18,289,2022-12-21
PROJ-1496,Site Phase 7 Development,res,Apex Build,1576960,2761169.191237112,2024-03-03,112,2024-07-27
PROJ-1497,Site Phase 9 Development,Infrastructure,Delta Partners,3007424,2940626.3173001255,2024-01-05,392,2025-02-23
PROJ-1498,Site Phase 9 Development,Residential,Apex Build,5341365,8002154.582729996,2023-07-20,435,2024-11-03
PROJ-1499,Site Phase 3 Development,Infrastructure,Vertex Infra,4899621,6741405.793163899,2023-07-24,391,2024-09-30
PROJ-1500,Site Phase 6 Development,Commercial,Apex Construction Inc,6562136,8754081.677969782,2022-11-19,452,2024-03-29
PROJ-1501,Site Phase 7 Development,Infrastructure,Apex Construction Inc,6626070,9844217.235624352,2024-05-21,485,2026-04-17
PROJ-1502,Site Phase 9 Development,Infrastructure,Vertex Infra,2145009,2233125.6835556184,2023-11-17,307,2024-09-24
PROJ-1503,Site Phase 2 Development,res,Delta Partners,1170700,2009818.992556361,2024-03-02,230,2024-12-15
PROJ-1504,Site Phase 8 Development,Commercial,Delta Partners,2648153,3224524.3905891967,2023-09-18,193,2024-04-29
PROJ-1505,Site Phase 7 Development,Commercial,Summit Const,4846565,6637812.456407075,2022-10-15,535,2024-05-06
PROJ-1506,Site Phase 4 Development,Infrastructure,Apex Build,2324127,3085531.568480917,2024-07-31,299,2025-07-28
PROJ-1507,Site Phase 2 Development,res,Delta Partners,2975600,,2024-05-03,200,
PROJ-1508,Site Phase 8 Development,Infrastructure,Vertex Infra,2582919,5137354.199760081,2023-10-25,193,2024-12-22
PROJ-1509,Site Phase 5 Development,Infrastructure,Delta Partners,5025645,6108876.751954671,2024-08-19,405,2025-10-13
PROJ-1510,Site Phase 6 Development,Residential,Apex Construction Inc,2454400,3550554.2023823108,2023-10-01,260,2024-06-28
PROJ-1511,Site Phase 7 Development,Residential,Apex Build,5494415,6856275.093750336,2022-06-04,445,2023-10-29
PROJ-1512,Site Phase 1 Development,res,Summit Const,2481304,3006815.4778902098,2023-05-05,413,2024-08-11
PROJ-1513,Site Phase 8 Development,COMMERCIAL,Apex Build,1949826,2316281.471587313,2023-01-21,222,2023-09-24
PROJ-1514,Site Phase 4 Development,Residential,Apex Construction Inc,5415390,6445475.266726693,2024-09-12,465,2026-01-02
PROJ-1515,Site Phase 9 Development,COMMERCIAL,Apex Construction Inc,3551836,,2024-02-24,382,
PROJ-1516,Site Phase 1 Development,Commercial,Apex Construction Inc,4031556,6788266.628133555,2022-04-14,417,2023-09-20
PROJ-1517,Site Phase 2 Development,Residential,Apex Construction Inc,2005992,2483719.1047573825,2024-07-17,216,2025-03-06
PROJ-1518,Site Phase 6 Development,Residential,Vertex Infra,1375140,1822722.526789448,2023-01-28,195,2023-09-09
PROJ-1519,Site Phase 1 Development,res,Summit Const,1992629,2101943.989298443,2024-03-21,181,2024-10-04
PROJ-1520,Site Phase 4 Development,COMMERCIAL,Apex Construction Inc,2525216,3803186.826999469,2022-09-03,376,2023-10-15
PROJ-1521,Site Phase 8 Development,Residential,Apex Construction Inc,2479770,2650584.1983000343,2022-06-25,467,2023-10-25
PROJ-1522,Site Phase 5 Development,Residential,Delta Partners,4597316,4699322.523038008,2022-02-08,482,2023-07-19
PROJ-1523,Site Phase 9 Development,res,Summit Const,876400,1164156.8116531528,2023-04-22,140,2023-09-20
PROJ-1524,Site Phase 6 Development,res,Apex Build,1053976,2075355.0045693947,2023-11-13,118,2024-05-25
PROJ-1525,Site Phase 1 Development,COMMERCIAL,Summit Const,2149840,2560460.2797023673,2024-01-29,385,2025-03-18
PROJ-1526,Site Phase 6 Development,Commercial,Summit Const,4869776,,2023-06-22,386,
PROJ-1527,Site Phase 6 Development,Commercial,Summit Const,4105953,7216221.445984638,2024-05-16,303,2025-07-02
PROJ-1528,Site Phase 6 Development,Infrastructure,Apex Construction Inc,2800296,3265241.3304209583,2024-03-28,356,2025-05-18
PROJ-1529,Site Phase 8 Development,Residential,Apex Construction Inc,5405408,7695712.820527649,2024-07-09,496,2025-12-30
PROJ-1530,Site Phase 6 Development,COMMERCIAL,Vertex Infra,2425806,3193278.8788863425,2023-02-12,346,2024-02-19
PROJ-1531,Site Phase 5 Development,Residential,Apex Build,4399141,5117953.929582654,2023-06-09,391,2024-07-23
PROJ-1532,Site Phase 2 Development,COMMERCIAL,Delta Partners,1888410,2816539.575738498,2024-04-07,190,2024-12-14
PROJ-1533,Site Phase 4 Development,COMMERCIAL,Summit Const,4448964,6834678.791981734,2023-05-21,494,2025-05-28
PROJ-1534,Site Phase 5 Development,COMMERCIAL,Apex Build,2881875,4125492.81880466,2024-06-21,435,2025-10-22
PROJ-1535,Site Phase 4 Development,Residential,Apex Build,1172110,1661985.5323257195,2024-04-04,199,2024-12-04
PROJ-1536,Site Phase 2 Development,res,Vertex Infra,5638702,6790004.89450442,2022-02-05,509,2023-09-06
PROJ-1537,Site Phase 7 Development,Residential,Delta Partners,3261756,4498862.034154612,2023-11-16,271,2024-09-23
PROJ-1538,Site Phase 2 Development,COMMERCIAL,Summit Const,5597046,8057477.230613489,2022-01-20,402,2023-03-10
PROJ-1539,Site Phase 1 Development,Infrastructure,Delta Partners,806490,1291946.9510761532,2022-11-17,90,2023-03-26
PROJ-1540,Site Phase 5 Development,Commercial,Vertex Infra,3061632,5685875.0135968095,2024-02-15,408,2025-08-25
PROJ-1541,Site Phase 1 Development,COMMERCIAL,Apex Construction Inc,7275762,8084649.980315607,2023-05-27,527,2024-11-23
PROJ-1542,Site Phase 1 Development,Infrastructure,Apex Build,1268064,1714941.5028040495,2023-02-04,144,2023-09-02
PROJ-1543,Site Phase 1 Development,res,Summit Const,5106000,5305930.340294459,2023-10-16,460,2025-02-04
PROJ-1544,Site Phase 6 Development,COMMERCIAL,Apex Construction Inc,3446847,4233705.197717314,2024-08-29,513,2026-03-20
PROJ-1545,Site Phase 9 Development,Infrastructure,Vertex Infra,5702768,5817758.355674587,2024-06-01,488,2025-10-07
PROJ-1546,Site Phase 1 Development,COMMERCIAL,Delta Partners,1567706,1612700.9881011362,2023-04-16,238,2024-01-13
PROJ-1547,Site Phase 5 Development,Residential,Apex Build,6240000,9659975.4713057,2022-05-23,520,2024-01-06
PROJ-1548,Site Phase 9 Development,Infrastructure,Summit Const,5891594,8336254.894908157,2022-04-02,398,2023-06-02
PROJ-1549,Site Phase 9 Development,Residential,Apex Construction Inc,1332496,2091015.0220601624,2022-12-20,226,2023-09-25
PROJ-1550,Site Phase 1 Development,Residential,Apex Construction Inc,3072378,3885146.8756553545,2024-04-13,291,2025-04-22
PROJ-1551,Site Phase 8 Development,Infrastructure,Apex Build,7071225,8457978.281606942,2024-03-10,525,2025-12-24
PROJ-1552,Site Phase 1 Development,Commercial,Delta Partners,3878094,3819557.9998499374,2023-12-28,402,2025-02-24
PROJ-1553,Site Phase 8 Development,Infrastructure,Vertex Infra,3054568,4491156.577334985,2024-08-16,206,2025-04-13
PROJ-1554,Site Phase 1 Development,Commercial,Delta Partners,1805976,2616184.598534375,2024-05-03,243,2025-01-16
PROJ-1555,Site Phase 5 Development,COMMERCIAL,Delta Partners,4576656,,2022-02-20,514,
PROJ-1556,Site Phase 8 Development,COMMERCIAL,Delta Partners,4498060,5724650.769873139,2023-10-27,380,2025-03-14
PROJ-1557,Site Phase 6 Development,Infrastructure,Apex Build,980248,1468893.1981387832,2023-11-29,152,2024-06-13
PROJ-1558,Site Phase 9 Development,COMMERCIAL,Apex Build,3163500,4348161.364742538,2023-07-29,333,2024-09-27
PROJ-1559,Site Phase 1 Development,res,Vertex Infra,1191756,1784746.1510936576,2022-07-09,114,2022-12-13
PROJ-1560,Site Phase 9 Development,Residential,Delta Partners,2581896,4103719.568431576,2022-05-05,179,2022-12-26
PROJ-1561,Site Phase 1 Development,Residential,Apex Build,1495188,2009275.8908785062,2022-05-30,164,2022-11-21
PROJ-1562,Site Phase 3 Development,Commercial,Vertex Infra,5311827,6041580.779311986,2022-11-10,383,2024-02-09
PROJ-1563,Site Phase 1 Development,COMMERCIAL,Vertex Infra,3338300,3186430.4511006554,2023-07-24,475,2024-11-29
PROJ-1564,Site Phase 3 Development,Commercial,Delta Partners,5685600,,2022-12-08,480,
PROJ-1565,Site Phase 2 Development,Residential,Summit Const,2618642,,2022-11-01,299,
PROJ-1566,Site Phase 2 Development,Residential,Delta Partners,5528328,5730716.64036112,2023-11-23,507,2025-06-12
PROJ-1567,Site Phase 9 Development,COMMERCIAL,Summit Const,4196064,4318451.317707915,2023-11-13,436,2025-02-06
PROJ-1568,Site Phase 8 Development,res,Vertex Infra,1467888,1769879.2338082306,2024-04-17,106,2024-09-03
PROJ-1569,Site Phase 1 Development,res,Apex Build,1120805,1392446.502295816,2024-02-22,217,2024-10-25
PROJ-1570,Site Phase 4 Development,COMMERCIAL,Apex Construction Inc,4948956,6826460.313262969,2022-02-23,516,2023-08-24
PROJ-1571,Site Phase 1 Development,COMMERCIAL,Vertex Infra,2973348,3231202.1120178937,2023-03-20,532,2024-09-10
PROJ-1572,Site Phase 1 Development,Commercial,Apex Build,4314372,6273152.412146657,2023-09-05,453,2025-04-14
PROJ-1573,Site Phase 4 Development,COMMERCIAL,Vertex Infra,2659140,,2024-09-19,340,
PROJ-1574,Site Phase 2 Development,res,Delta Partners,3084412,3946099.685086486,2022-09-21,268,2023-07-15
PROJ-1575,Site Phase 3 Development,COMMERCIAL,Summit Const,3439803,5101041.2439929675,2022-02-22,271,2022-12-21
PROJ-1576,Site Phase 9 Development,Commercial,Vertex Infra,3483414,5394883.1505955905,2023-07-26,241,2024-05-01
PROJ-1577,Site Phase 2 Development,Commercial,Apex Build,578094,725066.5138100156,2023-09-12,114,2024-02-17
PROJ-1578,Site Phase 4 Development,Commercial,Delta Partners,2308020,3406424.14568238,2022-01-05,269,2022-11-09
PROJ-1579,Site Phase 1 Development,Commercial,Apex Construction Inc,3720094,5919333.04311918,2022-04-13,287,2023-05-22
PROJ-1580,Site Phase 2 Development,Infrastructure,Delta Partners,2281044,3496603.6492378716,2022-07-15,433,2023-11-03
PROJ-1581,Site Phase 5 Development,COMMERCIAL,Summit Const,3742000,8219187.959664694,2024-02-13,250,2025-06-08
PROJ-1582,Site Phase 1 Development,Residential,Delta Partners,1984892,3753645.0667799897,2024-05-26,266,2025-05-22
PROJ-1583,Site Phase 7 Development,COMMERCIAL,Apex Construction Inc,5408040,7203119.227791815,2024-09-18,374,2025-10-13
PROJ-1584,Site Phase 4 Development,Infrastructure,Apex Build,914280,1731291.3525233397,2024-06-02,152,2025-03-10
PROJ-1585,Site Phase 6 Development,Commercial,Vertex Infra,3411725,4205954.129494486,2022-12-16,239,2023-08-25
PROJ-1586,Site Phase 8 Development,Infrastructure,Summit Const,3155112,5891126.985735861,2022-02-16,243,2023-01-07
PROJ-1587,Site Phase 6 Development,res,Apex Construction Inc,1324470,1996958.854705459,2024-05-16,245,2025-02-18
PROJ-1588,Site Phase 2 Development,res,Summit Const,5684256,6567409.15575258,2024-04-02,459,2025-10-13
PROJ-1589,Site Phase 1 Development,COMMERCIAL,Delta Partners,1524762,,2024-07-24,138,
PROJ-1590,Site Phase 8 Development,COMMERCIAL,Summit Const,4757994,6026940.566239664,2024-03-30,426,2025-08-15
PROJ-1591,Site Phase 8 Development,Residential,Apex Construction Inc,2245886,2873634.856157008,2023-10-18,173,2024-06-19
PROJ-1592,Site Phase 9 Development,Residential,Vertex Infra,2693250,3145298.313510942,2022-09-26,450,2024-01-16
PROJ-1593,Site Phase 6 Development,res,Vertex Infra,2523010,2701950.396608589,2023-01-05,266,2023-10-12
PROJ-1594,Site Phase 1 Development,Commercial,Summit Const,3294537,4914661.733483185,2023-09-28,237,2024-06-24
PROJ-1595,Site Phase 9 Development,Infrastructure,Apex Build,1576926,1856169.0419133226,2022-04-16,207,2022-11-30
PROJ-1596,Site Phase 3 Development,Residential,Summit Const,4865559,7415528.745261161,2023-11-01,431,2025-03-15
PROJ-1597,Site Phase 6 Development,Residential,Delta Partners,2219656,2340177.721371602,2023-10-21,152,2024-04-16
PROJ-1598,Site Phase 9 Development,Commercial,Vertex Infra,3315984,5744962.268715389,2023-10-19,278,2025-01-18
PROJ-1599,Site Phase 3 Development,Commercial,Vertex Infra,4655232,5258956.034072805,2022-04-30,449,2023-09-09
PROJ-1600,Site Phase 5 Development,COMMERCIAL,Vertex Infra,1327698,2269534.3833775683,2024-04-10,138,2024-11-28
PROJ-1601,Site Phase 5 Development,Infrastructure,Apex Build,6105632,5840326.878897408,2024-02-26,416,2025-04-27
PROJ-1602,Site Phase 7 Development,Commercial,Apex Build,4347836,,2023-08-27,346,
PROJ-1603,Site Phase 4 Development,Residential,Apex Construction Inc,3026710,4954250.744122683,2022-02-27,313,2023-05-08
PROJ-1604,Site Phase 4 Development,Residential,Summit Const,2911340,3467890.7482574023,2024-08-08,230,2025-04-27
PROJ-1605,Site Phase 7 Development,res,Summit Const,1824912,2369361.716341294,2022-12-12,304,2023-12-03
PROJ-1606,Site Phase 9 Development,Commercial,Delta Partners,6552096,8165863.041558373,2024-01-11,524,2025-09-02
PROJ-1607,Site Phase 4 Development,COMMERCIAL,Vertex Infra,3494088,,2023-04-19,468,
PROJ-1608,Site Phase 4 Development,Infrastructure,Apex Build,3670731,5274951.600911643,2022-04-27,529,2023-11-10
PROJ-1609,Site Phase 6 Development,COMMERCIAL,Delta Partners,1990500,2601554.5856861635,2024-04-09,300,2025-03-17
PROJ-1610,Site Phase 6 Development,Residential,Delta Partners,6060230,6755938.707342462,2024-03-01,407,2025-05-01
PROJ-1611,Site Phase 7 Development,COMMERCIAL,Apex Build,1584495,2047503.5279506978,2022-05-07,121,2022-10-18
PROJ-1612,Site Phase 1 Development,Residential,Summit Const,2782455,3970186.67983863,2023-01-28,247,2023-10-11
PROJ-1613,Site Phase 3 Development,Residential,Vertex Infra,2578730,2494708.5006995285,2024-06-26,374,2025-07-20
PROJ-1614,Site Phase 9 Development,Residential,Summit Const,4540456,5003877.61233025,2023-10-03,394,2024-11-20
PROJ-1615,Site Phase 6 Development,Residential,Delta Partners,3145814,4300275.163400584,2022-02-27,518,2024-01-03
PROJ-1616,Site Phase 6 Development,Residential,Vertex Infra,3819000,4610354.590034091,2023-09-26,375,2024-11-26
PROJ-1617,Site Phase 5 Development,res,Apex Construction Inc,1724666,2849771.6379248654,2023-05-28,233,2024-06-23
PROJ-1618,Site Phase 3 Development,COMMERCIAL,Delta Partners,5076135,6977984.384004265,2024-01-21,513,2025-07-20
PROJ-1619,Site Phase 5 Development,res,Summit Const,1331748,1386819.7864503027,2024-03-12,108,2024-07-07
PROJ-1620,Site Phase 1 Development,res,Summit Const,1534701,2619289.965917536,2022-04-06,107,2022-09-03
PROJ-1621,Site Phase 3 Development,Commercial,Summit Const,2406776,2509176.180331062,2023-09-30,346,2024-10-09
PROJ-1622,Site Phase 4 Development,Commercial,Apex Build,2007841,2012805.7723848205,2022-04-28,167,2022-10-24
PROJ-1623,Site Phase 5 Development,Commercial,Delta Partners,4097220,6153886.590279176,2023-07-14,460,2024-12-05
PROJ-1624,Site Phase 9 Development,Infrastructure,Vertex Infra,1533048,1635269.9010608005,2023-08-24,264,2024-06-02
PROJ-1625,Site Phase 4 Development,Commercial,Summit Const,3785974,,2023-05-03,283,
PROJ-1626,Site Phase 3 Development,COMMERCIAL,Summit Const,1985054,2983769.040362892,2022-08-25,202,2023-05-11
PROJ-1627,Site Phase 1 Development,res,Apex Build,1933372,1994144.6624420623,2024-06-03,203,2025-01-12
PROJ-1628,Site Phase 6 Development,COMMERCIAL,Vertex Infra,4509189,6591955.1490639895,2024-06-15,311,2025-05-11
PROJ-1629,Site Phase 7 Development,Commercial,Delta Partners,1857420,2467615.78073106,2022-09-29,255,2023-08-26
PROJ-1630,Site Phase 8 Development,Infrastructure,Apex Construction Inc,5404012,7666383.823830688,2022-07-08,524,2024-01-18
PROJ-1631,Site Phase 1 Development,Infrastructure,Apex Build,2348856,2408568.330701619,2024-09-25,408,2025-11-24
PROJ-1632,Site Phase 4 Development,res,Delta Partners,2185027,6205649.619711682,2023-12-05,221,2025-03-22
PROJ-1633,Site Phase 5 Development,COMMERCIAL,Apex Construction Inc,4196796,3933310.337818551,2023-03-23,474,2024-07-25
PROJ-1634,Site Phase 2 Development,Residential,Summit Const,3020974,4065656.6237745923,2023-08-04,353,2024-09-18
PROJ-1635,Site Phase 1 Development,COMMERCIAL,Summit Const,7415544,13265554.121233726,2024-02-29,502,2026-01-28
PROJ-1636,Site Phase 8 Development,Commercial,Vertex Infra,858384,1353075.6346212816,2024-05-10,144,2024-10-23
PROJ-1637,Site Phase 6 Development,Residential,Apex Construction Inc,3963456,5632553.155269415,2022-09-04,448,2023-12-18
PROJ-1638,Site Phase 5 Development,Infrastructure,Summit Const,2579720,3563255.6615566183,2024-08-20,220,2025-04-09
PROJ-1639,Site Phase 9 Development,res,Summit Const,3232775,4541094.4421991,2022-03-17,377,2023-04-15
PROJ-1640,Site Phase 2 Development,res,Vertex Infra,4993785,5244943.849304983,2022-06-03,355,2023-06-11
PROJ-1641,Site Phase 8 Development,Infrastructure,Delta Partners,3375190,3903770.9741613753,2023-10-18,455,2025-03-06
PROJ-1642,Site Phase 9 Development,Commercial,Summit Const,2308698,2497863.2239891067,2023-03-11,251,2023-11-26
PROJ-1643,Site Phase 1 Development,Infrastructure,Apex Build,2814469,3298786.4115851517,2024-09-23,469,2026-02-10
PROJ-1644,Site Phase 7 Development,Commercial,Apex Build,1802944,4909340.363012553,2022-03-27,176,2023-06-07
PROJ-1645,Site Phase 8 Development,Residential,Delta Partners,1745136,3196537.4226926262,2023-11-28,144,2024-07-10
PROJ-1646,Site Phase 3 Development,Infrastructure,Apex Construction Inc,3417882,3873482.8457602747,2022-10-12,377,2023-12-22
PROJ-1647,Site Phase 4 Development,Commercial,Vertex Infra,2094615,2902258.7664940613,2024-08-31,267,2025-06-24
PROJ-1648,Site Phase 3 Development,Residential,Apex Build,7043040,7679447.619103197,2022-08-08,480,2024-01-22
PROJ-1649,Site Phase 7 Development,Infrastructure,Apex Build,6065862,7116448.738070143,2022-03-10,438,2023-07-10
PROJ-1650,Site Phase 9 Development,res,Delta Partners,1000652,1496962.4271419845,2022-02-16,97,2022-06-22
PROJ-1651,Site Phase 3 Development,Infrastructure,Apex Construction Inc,2223020,2956359.152161862,2022-04-04,410,2023-05-29
PROJ-1652,Site Phase 6 Development,COMMERCIAL,Apex Construction Inc,4709430,7645719.691319665,2024-01-20,402,2025-06-17
PROJ-1653,Site Phase 8 Development,Infrastructure,Delta Partners,3113376,4248810.252468731,2024-08-15,336,2025-08-25
PROJ-1654,Site Phase 6 Development,COMMERCIAL,Apex Build,5170188,5264473.209785909,2023-03-29,412,2024-05-31
PROJ-1655,Site Phase 2 Development,Residential,Vertex Infra,6020112,7383447.906414075,2022-07-23,532,2024-01-30
PROJ-1656,Site Phase 7 Development,Infrastructure,Apex Build,2652240,2801300.911808845,2024-06-30,344,2025-07-20
PROJ-1657,Site Phase 2 Development,Residential,Apex Construction Inc,5689548,7382423.8812770555,2022-08-06,417,2023-12-16
PROJ-1658,Site Phase 2 Development,Residential,Apex Build,1868867,3023022.7673405646,2023-04-19,143,2023-11-14
PROJ-1659,Site Phase 2 Development,Commercial,Vertex Infra,2250066,2541382.1361210044,2023-03-08,338,2024-04-26
PROJ-1660,Site Phase 1 Development,Residential,Summit Const,2473448,2713530.3287808807,2022-12-07,328,2023-11-19
PROJ-1661,Site Phase 1 Development,Residential,Apex Build,3740634,5737402.728971661,2023-07-05,318,2024-06-23
PROJ-1662,Site Phase 7 Development,Infrastructure,Delta Partners,1259700,2190204.955860137,2023-09-04,156,2024-03-19
PROJ-1663,Site Phase 5 Development,Infrastructure,Summit Const,1142960,1300298.2572479122,2022-10-16,140,2023-03-13
PROJ-1664,Site Phase 3 Development,res,Delta Partners,1311858,1377934.8172517281,2022-09-11,186,2023-04-11
PROJ-1665,Site Phase 1 Development,Commercial,Delta Partners,2439699,3401218.1376185813,2024-01-04,181,2024-09-15
PROJ-1666,Site Phase 6 Development,Residential,Delta Partners,3790161,4248580.561881313,2022-12-23,353,2023-12-19
PROJ-1667,Site Phase 1 Development,Commercial,Apex Build,4166019,6265535.353454151,2022-01-23,507,2023-08-01
PROJ-1668,Site Phase 9 Development,COMMERCIAL,Apex Construction Inc,2449860,,2024-02-01,380,
PROJ-1669,Site Phase 2 Development,Residential,Summit Const,2036665,,2023-06-06,185,
PROJ-1670,Site Phase 1 Development,Commercial,Vertex Infra,992439,1064847.3083282528,2024-01-28,177,2024-08-14
PROJ-1671,Site Phase 7 Development,res,Apex Construction Inc,1595184,,2024-04-16,167,
PROJ-1672,Site Phase 6 Development,res,Apex Build,2550028,3305445.6959942183,2022-04-10,377,2023-07-02
PROJ-1673,Site Phase 6 Development,Residential,Delta Partners,3013153,6757142.455209999,2024-03-12,209,2025-03-11
PROJ-1674,Site Phase 5 Development,COMMERCIAL,Vertex Infra,5640957,6738633.218274132,2022-06-29,391,2023-09-08
PROJ-1675,Site Phase 4 Development,res,Summit Const,6954069,8786327.231478192,2022-08-11,489,2024-01-02
PROJ-1676,Site Phase 4 Development,res,Apex Construction Inc,1948434,2315034.4409851846,2024-06-24,254,2025-04-23
PROJ-1677,Site Phase 3 Development,COMMERCIAL,Apex Construction Inc,3121649,3440889.1746167424,2024-02-01,271,2024-12-04
PROJ-1678,Site Phase 8 Development,Commercial,Vertex Infra,4364494,7189789.52991121,2023-10-21,487,2025-05-29
PROJ-1679,Site Phase 7 Development,res,Apex Build,2551224,3677774.396480763,2023-03-18,312,2024-02-12
PROJ-1680,Site Phase 9 Development,Infrastructure,Summit Const,3488800,5133382.797141549,2023-08-31,400,2024-11-11
PROJ-1681,Site Phase 1 Development,res,Vertex Infra,5161026,6499125.986363249,2024-02-08,521,2025-08-02
PROJ-1682,Site Phase 7 Development,Commercial,Delta Partners,1177248,1919111.5844487129,2022-11-21,96,2023-03-21
PROJ-1683,Site Phase 4 Development,Commercial,Summit Const,4212626,4613263.502790059,2023-05-31,419,2024-10-03
PROJ-1684,Site Phase 7 Development,Residential,Apex Construction Inc,5162784,6011702.568462832,2022-01-16,352,2023-02-04
PROJ-1685,Site Phase 1 Development,Infrastructure,Vertex Infra,1452000,1688003.3154310654,2024-03-02,250,2024-12-02
PROJ-1686,Site Phase 5 Development,Commercial,Apex Construction Inc,3400800,4780063.54837149,2022-12-02,240,2023-09-05
PROJ-1687,Site Phase 3 Development,COMMERCIAL,Apex Construction Inc,996150,1333028.691336897,2024-01-29,174,2024-09-01
PROJ-1688,Site Phase 5 Development,Infrastructure,Apex Construction Inc,2997436,,2022-09-15,236,
PROJ-1689,Site Phase 4 Development,Infrastructure,Apex Build,1249416,2316396.317489826,2023-05-12,201,2024-03-18
PROJ-1690,Site Phase 2 Development,COMMERCIAL,Apex Construction Inc,4253970,7181656.420823673,2024-09-14,470,2026-05-14
PROJ-1691,Site Phase 4 Development,res,Delta Partners,3540924,4483704.066438916,2024-06-14,492,2026-01-06
PROJ-1692,Site Phase 3 Development,COMMERCIAL,Delta Partners,975750,1161413.2984345234,2022-06-09,125,2022-11-10
PROJ-1693,Site Phase 1 Development,COMMERCIAL,Summit Const,5224780,6038993.436213619,2023-04-20,374,2024-06-26
PROJ-1694,Site Phase 8 Development,res,Apex Construction Inc,1654244,1879932.8711138566,2024-05-01,277,2025-03-06
PROJ-1695,Site Phase 5 Development,res,Apex Construction Inc,1818414,2244196.255892342,2023-10-26,171,2024-05-14
PROJ-1696,Site Phase 4 Development,res,Vertex Infra,1135953,2790147.0941594183,2024-06-26,91,2024-12-26
PROJ-1697,Site Phase 5 Development,res,Apex Build,3376302,4172872.06347237,2023-11-21,474,2025-03-23
PROJ-1698,Site Phase 4 Development,res,Summit Const,5405680,8777340.029207414,2023-11-06,392,2025-03-30
PROJ-1699,Site Phase 3 Development,COMMERCIAL,Apex Construction Inc,1494064,1796208.7483836273,2023-01-15,286,2023-11-29
PROJ-1700,Site Phase 5 Development,Residential,Vertex Infra,6917776,10107072.171548871,2023-06-29,493,2024-12-29
PROJ-1701,Site Phase 4 Development,Residential,Apex Build,681400,1126607.8991570163,2024-07-17,100,2024-12-29
PROJ-1702,Site Phase 1 Development,Commercial,Summit Const,1972238,3068829.9611626053,2024-08-14,323,2025-10-31
