Project_ID,Project_Name,Sector,Lead_Contractor,Target_Budget_USD,Final_Cost_USD,Planned_Start,Planned_Duration_Days,Actual_End,Actual_Duration_Days,Cost_Variance,Schedule_Variance,CPI,Is_Over_Budget
PROJ-1328,Site Phase 4 Development,COMMERCIAL,Apex Build,2410593,2456308.43543976,2024-02-10,179,2024-08-28,200,-45715.435439759865,-21,0.981388560662751,1
PROJ-1329,Site Phase 1 Development,RESIDENTIAL,Apex Build,1743357,2276784.379728488,2023-10-22,231,2024-07-01,253,-533427.3797284882,-22,0.7657101900039824,1
PROJ-1330,Site Phase 1 Development,INFRASTRUCTURE,Vertex Infra,2182424,3093929.131376795,2024-02-03,409,2025-04-01,423,-911505.131376795,-14,0.7053891370255219,1
PROJ-1331,Site Phase 1 Development,INFRASTRUCTURE,Delta Partners,1013333,1402089.2272631563,2024-08-12,127,2025-02-06,178,-388756.2272631563,-51,0.7227307508652648,1
PROJ-1332,Site Phase 7 Development,RESIDENTIAL,Delta Partners,3425776,5306945.760909873,2024-07-20,382,2025-12-23,521,-1881169.760909873,-139,0.6455268537383078,1
PROJ-1333,Site Phase 7 Development,INFRASTRUCTURE,Apex Build,2783610,2688382.105179249,2023-02-07,471,2024-06-02,481,95227.89482075116,-10,1.0354220088867918,0
PROJ-1334,Site Phase 4 Development,INFRASTRUCTURE,Vertex Infra,1595088,2061863.5849689213,2022-12-12,228,2023-08-12,243,-466775.58496892126,-15,0.7736147103175319,1
PROJ-1335,Site Phase 2 Development,COMMERCIAL,Delta Partners,3617405,4652669.439686496,2024-08-20,445,2025-12-20,487,-1035264.4396864958,-42,0.7774902229554796,1
PROJ-1336,Site Phase 3 Development,RESIDENTIAL,Vertex Infra,4408634,6514548.205885037,2023-05-26,422,2024-12-11,565,-2105914.205885037,-143,0.676736722282196,1
PROJ-1337,Site Phase 8 Development,COMMERCIAL,Vertex Infra,3872892,4856905.715932477,2022-05-27,348,2023-06-07,376,-984013.7159324773,-28,0.7973990492126413,1
PROJ-1338,Site Phase 8 Development,COMMERCIAL,Delta Partners,2712500,4403304.174180508,2022-05-28,250,2023-03-25,301,-1690804.1741805077,-51,0.6160146773200875,1
PROJ-1339,Site Phase 6 Development,COMMERCIAL,Apex Build,4408716,4492416.779446175,2024-05-13,479,2025-09-14,489,-83700.77944617532,-10,0.9813684296102879,1
PROJ-1340,Site Phase 9 Development,RESIDENTIAL,Delta Partners,3323082,3266443.859426604,2023-12-12,267,2024-09-25,288,56638.14057339588,-21,1.017339388953508,0
PROJ-1341,Site Phase 9 Development,RESIDENTIAL,Apex Build,1338381,5541389.3267420605,2024-03-30,99,2025-02-01,308,-4203008.3267420605,-209,0.2415244483077806,1
PROJ-1342,Site Phase 4 Development,RESIDENTIAL,Summit Const,5246850,9051381.994247586,2023-05-04,350,2024-09-23,508,-3804531.9942475855,-158,0.5796739109380783,1
PROJ-1343,Site Phase 1 Development,COMMERCIAL,Delta Partners,2635744,3588837.917113382,2024-07-17,496,2025-12-01,502,-953093.9171133819,-6,0.7344282636536603,1
PROJ-1344,Site Phase 1 Development,RESIDENTIAL,Vertex Infra,1392418,2786192.349078908,2024-07-24,227,2025-08-07,379,-1393774.349078908,-152,0.4997565945008505,1
PROJ-1345,Site Phase 5 Development,INFRASTRUCTURE,Vertex Infra,2577636,4047138.2951373975,2023-10-02,261,2024-08-11,314,-1469502.2951373975,-53,0.6369033652981436,1
PROJ-1346,Site Phase 2 Development,COMMERCIAL,Delta Partners,6223450,8340363.006106896,2023-07-05,475,2025-01-26,571,-2116913.0061068963,-96,0.7461845480158511,1
PROJ-1347,Site Phase 6 Development,RESIDENTIAL,Summit Const,1500624,2532163.903365128,2022-12-04,102,2023-04-18,135,-1031539.9033651282,-33,0.5926251448437996,1
PROJ-1348,Site Phase 7 Development,COMMERCIAL,Delta Partners,3430179,5359222.739869677,2024-05-21,257,2025-03-13,296,-1929043.7398696775,-39,0.640051583316616,1
PROJ-1349,Site Phase 1 Development,INFRASTRUCTURE,Summit Const,2319648,3304006.725774547,2023-10-03,219,2024-06-22,263,-984358.7257745471,-44,0.7020712100566965,1
PROJ-1350,Site Phase 6 Development,COMMERCIAL,Summit Const,1163252,1564958.923904819,2024-02-18,173,2024-10-10,235,-401706.92390481895,-62,0.7433115222586821,1
PROJ-1351,Site Phase 8 Development,INFRASTRUCTURE,Apex Build,3420630,3710895.377972344,2024-09-14,410,2025-11-18,430,-290265.37797234394,-20,0.9217802313438039,1
PROJ-1353,Site Phase 7 Development,RESIDENTIAL,Vertex Infra,1086990,1247122.354344207,2023-04-18,190,2023-11-17,213,-160132.3543442071,-23,0.8715985213588671,1
PROJ-1354,Site Phase 6 Development,INFRASTRUCTURE,Summit Const,5299404,6489347.821250003,2024-08-03,418,2025-12-02,486,-1189943.8212500028,-68,0.8166312156433632,1
PROJ-1355,Site Phase 4 Development,INFRASTRUCTURE,Vertex Infra,5105648,6444060.544103191,2022-05-31,362,2023-06-23,388,-1338412.5441031912,-26,0.7923029222113779,1
PROJ-1356,Site Phase 7 Development,INFRASTRUCTURE,Apex Build,2958378,4160919.000888998,2023-02-19,354,2024-04-11,417,-1202541.0008889982,-63,0.7109914899491987,1
PROJ-1357,Site Phase 9 Development,RESIDENTIAL,Summit Const,2864560,4293348.330107744,2024-09-16,488,2026-07-05,657,-1428788.3301077439,-169,0.6672088495386799,1
PROJ-1358,Site Phase 7 Development,COMMERCIAL,Vertex Infra,5840247,7195245.029461521,2022-10-25,497,2024-03-15,507,-1354998.0294615207,-10,0.8116814613104391,1
PROJ-1359,Site Phase 5 Development,COMMERCIAL,Apex Build,698119,972243.6324120536,2023-09-03,127,2024-03-09,188,-274124.63241205364,-61,0.7180494443229484,1
PROJ-1360,Site Phase 7 Development,INFRASTRUCTURE,Apex Build,3432048,3443552.2789825317,2022-09-20,508,2024-03-13,540,-11504.278982531745,-32,0.9966591827129365,1
PROJ-1361,Site Phase 3 Development,RESIDENTIAL,Vertex Infra,1119411,1712758.6748791072,2024-02-03,183,2024-11-13,284,-593347.6748791072,-101,0.6535719342241908,1
PROJ-1362,Site Phase 2 Development,COMMERCIAL,Apex Build,1440352,1760153.3335020023,2022-05-24,184,2022-12-04,194,-319801.3335020023,-10,0.8183105258984879,1
PROJ-1363,Site Phase 5 Development,COMMERCIAL,Delta Partners,2618918,2998693.068964923,2022-12-12,394,2024-03-04,448,-379775.0689649228,-54,0.8733531374399675,1
PROJ-1364,Site Phase 4 Development,RESIDENTIAL,Delta Partners,1894736,3097860.5742686903,2023-09-16,158,2024-05-21,248,-1203124.5742686903,-90,0.611627268101725,1
PROJ-1365,Site Phase 5 Development,COMMERCIAL,Apex Build,4790797,7044768.01132911,2023-07-26,407,2025-01-20,544,-2253971.01132911,-137,0.6800503568457662,1
PROJ-1366,Site Phase 8 Development,INFRASTRUCTURE,Summit Const,2740686,3995489.143874258,2024-05-30,533,2026-01-15,595,-1254803.1438742578,-62,0.685945049857518,1
PROJ-1367,Site Phase 4 Development,COMMERCIAL,Summit Const,2522325,2569122.5867195963,2022-01-02,325,2023-01-02,365,-46797.58671959629,-40,0.9817846034434075,1
PROJ-1368,Site Phase 9 Development,RESIDENTIAL,Vertex Infra,4411505,5950226.980424423,2024-06-15,523,2026-01-12,576,-1538721.9804244228,-53,0.7414011288163216,1
PROJ-1369,Site Phase 7 Development,COMMERCIAL,Delta Partners,4916106,7560680.082029399,2022-10-31,423,2024-04-10,527,-2644574.0820293995,-104,0.6502200789694628,1
PROJ-1370,Site Phase 7 Development,INFRASTRUCTURE,Summit Const,5575878,7950565.271426994,2022-09-11,462,2024-01-31,507,-2374687.2714269944,-45,0.7013184358147182,1
PROJ-1371,Site Phase 8 Development,COMMERCIAL,Summit Const,4423080,6173562.164631153,2023-10-14,465,2025-01-31,475,-1750482.1646311535,-10,0.7164550841230999,1
PROJ-1372,Site Phase 6 Development,COMMERCIAL,Delta Partners,1547648,2262271.17411326,2023-03-29,226,2024-03-26,363,-714623.1741132601,-137,0.6841125050389372,1
PROJ-1373,Site Phase 8 Development,RESIDENTIAL,Apex Build,3901872,4277832.868625653,2022-02-06,507,2023-08-29,569,-375960.868625653,-62,0.9121141755249456,1
PROJ-1374,Site Phase 3 Development,COMMERCIAL,Summit Const,1108305,2020817.4092035,2022-06-09,165,2023-01-19,224,-912512.4092035,-59,0.5484439093568754,1
PROJ-1375,Site Phase 1 Development,COMMERCIAL,Apex Build,1000928,1321730.2329630852,2022-01-09,124,2022-06-03,145,-320802.2329630852,-21,0.7572861504091472,1
PROJ-1376,Site Phase 6 Development,RESIDENTIAL,Vertex Infra,1283310,2478177.2971605905,2022-08-21,90,2023-01-15,147,-1194867.2971605905,-57,0.5178443049536334,1
PROJ-1377,Site Phase 1 Development,RESIDENTIAL,Summit Const,2997610,3960077.30539091,2022-04-09,385,2023-05-27,413,-962467.3053909098,-28,0.7569574452294936,1
PROJ-1378,Site Phase 9 Development,RESIDENTIAL,Summit Const,3595519,5023395.876887924,2023-10-21,409,2025-01-24,461,-1427876.876887924,-52,0.7157546584259019,1
PROJ-1379,Site Phase 2 Development,RESIDENTIAL,Apex Build,7167600,10007567.063125828,2024-03-26,495,2025-08-14,506,-2839967.0631258283,-11,0.7162180332930215,1
PROJ-1380,Site Phase 2 Development,INFRASTRUCTURE,Apex Build,1321779,2617638.388736116,2022-07-27,149,2023-02-23,211,-1295859.3887361158,-62,0.5049509533813796,1
PROJ-1381,Site Phase 7 Development,INFRASTRUCTURE,Vertex Infra,2783654,6432071.879660992,2022-05-11,409,2024-05-30,750,-3648417.879660992,-341,0.4327771909394015,1
PROJ-1382,Site Phase 2 Development,RESIDENTIAL,Summit Const,2848752,3047651.8741784827,2023-02-08,438,2024-05-02,449,-198899.87417848269,-11,0.9347366817504057,1
PROJ-1383,Site Phase 8 Development,INFRASTRUCTURE,Vertex Infra,3464436,6679014.887478421,2022-06-01,417,2024-01-22,600,-3214578.8874784214,-183,0.5187046380889195,1
PROJ-1384,Site Phase 6 Development,INFRASTRUCTURE,Delta Partners,4313652,4346959.905369139,2022-02-23,356,2023-03-18,388,-33307.90536913928,-32,0.9923376552592539,1
PROJ-1385,Site Phase 7 Development,INFRASTRUCTURE,Summit Const,4521600,5663303.363687015,2022-04-30,450,2023-11-06,555,-1141703.3636870151,-105,0.7984032833191325,1
PROJ-1386,Site Phase 7 Development,RESIDENTIAL,Summit Const,4217634,6940432.7935199225,2023-11-04,318,2024-11-26,388,-2722798.7935199225,-70,0.6076903451810499,1
PROJ-1387,Site Phase 6 Development,RESIDENTIAL,Delta Partners,2401710,2792452.0100146546,2024-07-08,359,2025-08-18,406,-390742.0100146546,-47,0.8600720769369269,1
PROJ-1388,Site Phase 9 Development,RESIDENTIAL,Apex Build,5887080,6975893.653132163,2023-09-20,405,2025-01-07,475,-1088813.653132163,-70,0.8439176817663658,1
PROJ-1389,Site Phase 9 Development,COMMERCIAL,Summit Const,3113625,3854094.906991962,2023-08-10,375,2024-12-01,479,-740469.9069919619,-104,0.8078745010537681,1
PROJ-1390,Site Phase 7 Development,RESIDENTIAL,Vertex Infra,3082940,4368608.17218236,2023-09-17,380,2024-10-26,405,-1285668.1721823597,-25,0.7057030245081243,1
PROJ-1392,Site Phase 3 Development,COMMERCIAL,Vertex Infra,3263900,4913467.34835349,2023-02-24,254,2023-12-30,309,-1649567.3483534902,-55,0.6642763182488101,1
PROJ-1393,Site Phase 3 Development,COMMERCIAL,Apex Build,1073104,2083379.374733748,2023-02-26,94,2023-08-24,179,-1010275.3747337479,-85,0.5150785368301636,1
PROJ-1394,Site Phase 1 Development,COMMERCIAL,Apex Build,2783712,4176011.219462495,2022-04-14,428,2023-08-29,502,-1392299.2194624948,-74,0.6665959102375925,1
PROJ-1395,Site Phase 5 Development,COMMERCIAL,Vertex Infra,6516432,9873808.266630476,2024-05-01,468,2025-11-06,554,-3357376.2666304763,-86,0.6599714946889271,1
PROJ-1396,Site Phase 4 Development,RESIDENTIAL,Vertex Infra,2494980,3361375.843411845,2022-09-11,167,2023-04-12,213,-866395.8434118452,-46,0.7422496371210782,1
PROJ-1397,Site Phase 2 Development,COMMERCIAL,Delta Partners,4453076,5711294.1610168,2022-08-15,499,2024-03-16,579,-1258218.1610168004,-80,0.7796964881261175,1
PROJ-1398,Site Phase 9 Development,RESIDENTIAL,Apex Build,2055865,2229997.549867793,2022-04-22,151,2022-10-02,163,-174132.549867793,-12,0.9219135689731514,1
PROJ-1399,Site Phase 3 Development,COMMERCIAL,Delta Partners,3267043,5479627.864638963,2023-05-25,221,2024-02-16,267,-2212584.864638963,-46,0.5962162177258101,1
PROJ-1400,Site Phase 8 Development,COMMERCIAL,Apex Build,1688330,2110885.1803493123,2023-04-18,178,2023-10-17,182,-422555.18034931226,-4,0.799820859853975,1
PROJ-1401,Site Phase 6 Development,COMMERCIAL,Delta Partners,4270600,6394320.683471125,2022-04-09,326,2023-04-01,357,-2123720.6834711246,-31,0.6678739167773059,1
PROJ-1402,Site Phase 5 Development,INFRASTRUCTURE,Apex Build,1792604,2374575.0417692373,2022-06-02,131,2022-11-14,165,-581971.0417692373,-34,0.7549157084816216,1
PROJ-1403,Site Phase 1 Development,INFRASTRUCTURE,Summit Const,923998,1427376.4451775698,2024-05-10,178,2024-12-09,213,-503378.44517756975,-35,0.6473400924624702,1
PROJ-1404,Site Phase 4 Development,COMMERCIAL,Summit Const,6721790,9747632.841652038,2024-07-02,491,2026-01-08,555,-3025842.8416520376,-64,0.6895817794118705,1
PROJ-1405,Site Phase 3 Development,RESIDENTIAL,Apex Build,3818045,5226111.934557044,2024-06-14,385,2025-08-11,423,-1408066.934557044,-38,0.7305708426858658,1
PROJ-1406,Site Phase 1 Development,INFRASTRUCTURE,Summit Const,4516527,6709838.406009696,2024-05-27,417,2025-08-18,448,-2193311.4060096964,-31,0.6731200852698259,1
PROJ-1407,Site Phase 5 Development,COMMERCIAL,Delta Partners,5548032,6433574.961701002,2022-12-04,384,2024-01-14,406,-885542.961701002,-22,0.862356004713922,1
PROJ-1408,Site Phase 6 Development,RESIDENTIAL,Apex Build,1799146,1979796.157955409,2023-12-07,193,2024-07-14,220,-180650.15795540903,-27,0.9087531525760857,1
PROJ-1409,Site Phase 2 Development,RESIDENTIAL,Apex Build,1235897,1912943.231833482,2024-04-01,103,2024-08-08,129,-677046.2318334819,-26,0.6460709232941746,1
PROJ-1410,Site Phase 3 Development,RESIDENTIAL,Apex Build,5281016,6749523.906008635,2022-06-12,377,2023-06-28,381,-1468507.9060086347,-4,0.7824279272940535,1
PROJ-1411,Site Phase 6 Development,RESIDENTIAL,Apex Build,3291576,4652693.787133776,2023-12-21,268,2024-11-04,319,-1361117.7871337757,-51,0.7074559707974523,1
PROJ-1412,Site Phase 4 Development,INFRASTRUCTURE,Vertex Infra,3138310,4046622.855385173,2024-08-14,214,2025-05-16,275,-908312.8553851731,-61,0.7755380504075375,1
PROJ-1413,Site Phase 9 Development,INFRASTRUCTURE,Vertex Infra,7296058,9196394.63087584,2023-11-12,511,2025-05-24,559,-1900336.6308758408,-48,0.7933606911021762,1
PROJ-1414,Site Phase 5 Development,COMMERCIAL,Apex Build,3038308,3455567.7553039347,2024-09-22,442,2026-01-11,476,-417259.7553039347,-34,0.8792500148019137,1
PROJ-1415,Site Phase 4 Development,COMMERCIAL,Summit Const,1574944,2239568.353814218,2022-06-10,112,2022-10-31,143,-664624.3538142182,-31,0.7032355129137748,1
PROJ-1416,Site Phase 2 Development,RESIDENTIAL,Vertex Infra,1483976,3055701.626364346,2023-08-03,152,2024-04-15,256,-1571725.6263643461,-104,0.4856416566317782,1
PROJ-1417,Site Phase 6 Development,COMMERCIAL,Apex Build,3123648,4609149.739256774,2024-03-11,232,2024-12-05,269,-1485501.739256774,-37,0.6777059060146067,1
PROJ-1418,Site Phase 2 Development,RESIDENTIAL,Delta Partners,3441482,4002687.025109158,2023-02-02,242,2023-11-06,277,-561205.0251091579,-35,0.8597929287029746,1
PROJ-1419,Site Phase 7 Development,COMMERCIAL,Vertex Infra,1415934,1668052.9696593394,2022-10-04,234,2023-06-11,250,-252118.9696593394,-16,0.8488543384141879,1
PROJ-1420,Site Phase 3 Development,RESIDENTIAL,Apex Build,4636210,5208974.586565386,2024-03-26,314,2025-03-02,341,-572764.5865653856,-27,0.8900427373858535,1
PROJ-1421,Site Phase 9 Development,RESIDENTIAL,Summit Const,6757982,7091652.6184118325,2024-07-04,539,2026-01-21,566,-333670.6184118325,-27,0.9529488207663283,1
PROJ-1422,Site Phase 5 Development,COMMERCIAL,Delta Partners,4939578,6957544.876858931,2023-05-19,398,2024-07-26,434,-2017966.876858931,-36,0.7099599194004815,1
PROJ-1423,Site Phase 8 Development,RESIDENTIAL,Vertex Infra,2184760,3664914.489872696,2024-06-14,193,2025-02-08,239,-1480154.4898726959,-46,0.5961285061458255,1
PROJ-1424,Site Phase 6 Development,COMMERCIAL,Summit Const,1371265,1865759.461193959,2023-01-27,193,2023-09-26,242,-494494.461193959,-49,0.7349634443887444,1
PROJ-1425,Site Phase 8 Development,COMMERCIAL,Summit Const,2780868,3872336.253972352,2022-05-15,524,2023-12-08,572,-1091468.253972352,-48,0.7181370153863335,1
PROJ-1426,Site Phase 3 Development,INFRASTRUCTURE,Summit Const,1630336,3469514.5290640844,2022-07-14,128,2023-02-01,202,-1839178.5290640844,-74,0.4699032058643057,1
PROJ-1427,Site Phase 3 Development,COMMERCIAL,Apex Build,4380116,6790518.348677417,2023-02-05,524,2024-10-11,614,-2410402.3486774173,-90,0.6450341159674667,1
PROJ-1428,Site Phase 5 Development,INFRASTRUCTURE,Apex Build,2346512,2853220.878586621,2023-10-02,287,2024-09-18,352,-506708.878586621,-65,0.822408113444892,1
PROJ-1429,Site Phase 3 Development,RESIDENTIAL,Summit Const,1393973,3239161.143651924,2022-02-02,223,2023-02-13,376,-1845188.143651924,-153,0.4303500005647741,1
PROJ-1430,Site Phase 8 Development,RESIDENTIAL,Delta Partners,1617096,1872764.52246382,2023-11-19,156,2024-05-03,166,-255668.52246381994,-10,0.8634806888975765,1
PROJ-1431,Site Phase 8 Development,COMMERCIAL,Vertex Infra,3128160,3548094.2884673867,2023-04-05,480,2024-08-26,509,-419934.28846738674,-29,0.8816451158492806,1
PROJ-1432,Site Phase 2 Development,RESIDENTIAL,Delta Partners,3008568,2989794.533442912,2024-08-12,268,2025-05-25,286,18773.466557087842,-18,1.0062791828492206,0
PROJ-1433,Site Phase 4 Development,COMMERCIAL,Apex Build,1349955,2132091.265252349,2024-06-01,131,2024-11-29,181,-782136.265252349,-50,0.6331600443193142,1
PROJ-1434,Site Phase 1 Development,COMMERCIAL,Apex Build,7824090,9067471.051843597,2023-04-15,537,2025-01-26,652,-1243381.0518435966,-115,0.8628745496142728,1
PROJ-1435,Site Phase 4 Development,COMMERCIAL,Delta Partners,1130376,1358200.3381332718,2023-01-10,104,2023-05-12,122,-227824.33813327178,-18,0.8322601373767904,1
PROJ-1436,Site Phase 4 Development,COMMERCIAL,Apex Build,2607800,4526861.634616667,2022-01-22,200,2022-12-16,328,-1919061.6346166674,-128,0.5760723897674039,1
PROJ-1437,Site Phase 9 Development,RESIDENTIAL,Apex Build,2433186,3341605.200952484,2024-01-20,246,2024-10-05,259,-908419.2009524838,-13,0.728148854720016,1
PROJ-1439,Site Phase 2 Development,RESIDENTIAL,Delta Partners,2227520,2590442.4423453244,2022-02-07,320,2023-01-27,354,-362922.44234532444,-34,0.8598994378671687,1
PROJ-1440,Site Phase 9 Development,COMMERCIAL,Apex Build,3931500,5383125.906791617,2022-08-18,500,2024-01-15,515,-1451625.9067916172,-15,0.7303377383463808,1
PROJ-1441,Site Phase 9 Development,RESIDENTIAL,Apex Build,5905927,8432511.129883511,2022-12-31,509,2024-06-30,547,-2526584.129883511,-38,0.7003758321848293,1
PROJ-1442,Site Phase 1 Development,COMMERCIAL,Apex Build,2353482,3275558.088251333,2023-07-17,246,2024-04-09,267,-922076.0882513332,-21,0.7184980197546775,1
PROJ-1443,Site Phase 6 Development,COMMERCIAL,Apex Build,1462151,1703334.8644219155,2023-03-14,127,2023-08-13,152,-241183.8644219155,-25,0.8584049035456282,1
PROJ-1444,Site Phase 8 Development,INFRASTRUCTURE,Vertex Infra,4772650,6256674.668939157,2024-02-15,530,2025-08-26,558,-1484024.6689391574,-28,0.7628093600093195,1
PROJ-1445,Site Phase 3 Development,RESIDENTIAL,Apex Build,2625204,5191598.132763679,2022-10-10,186,2023-07-05,268,-2566394.132763679,-82,0.5056639464122981,1
PROJ-1446,Site Phase 9 Development,RESIDENTIAL,Apex Build,2591500,3409756.934884296,2022-01-27,500,2023-07-11,530,-818256.9348842958,-30,0.760024849128414,1
PROJ-1447,Site Phase 2 Development,INFRASTRUCTURE,Vertex Infra,6734640,7531290.096172608,2022-08-14,528,2024-02-19,554,-796650.0961726084,-26,0.8942212972811305,1
PROJ-1448,Site Phase 6 Development,RESIDENTIAL,Summit Const,3159324,4066773.169270877,2022-10-04,378,2023-12-01,423,-907449.1692708768,-45,0.7768626054367396,1
PROJ-1450,Site Phase 7 Development,COMMERCIAL,Apex Build,4158150,5090394.561765679,2023-09-01,285,2024-06-29,302,-932244.5617656792,-17,0.8168620230801291,1
PROJ-1451,Site Phase 3 Development,INFRASTRUCTURE,Apex Build,2064475,2276293.327786825,2022-10-11,175,2023-04-30,201,-211818.32778682513,-26,0.9069459435648524,1
PROJ-1452,Site Phase 7 Development,RESIDENTIAL,Delta Partners,5642208,6277290.891878806,2024-05-28,411,2025-08-04,433,-635082.891878806,-22,0.8988285069439048,1
PROJ-1453,Site Phase 4 Development,RESIDENTIAL,Apex Build,1255122,1913604.2587708188,2024-08-17,99,2024-12-11,116,-658482.2587708188,-17,0.6558942342687996,1
PROJ-1455,Site Phase 5 Development,COMMERCIAL,Apex Build,1329876,1415787.581758686,2023-03-29,212,2023-11-17,233,-85911.58175868611,-21,0.9393188760336724,1
PROJ-1456,Site Phase 3 Development,COMMERCIAL,Apex Build,4882607,7376919.449911537,2024-04-08,419,2025-07-12,460,-2494312.4499115366,-41,0.6618761439856242,1
PROJ-1457,Site Phase 8 Development,INFRASTRUCTURE,Apex Build,2694432,3361121.3937069266,2024-03-26,442,2025-08-26,518,-666689.3937069266,-76,0.8016467376170411,1
PROJ-1458,Site Phase 6 Development,COMMERCIAL,Summit Const,3000879,3926577.849741717,2023-10-21,207,2024-05-28,220,-925698.8497417169,-13,0.7642479316174496,1
PROJ-1459,Site Phase 2 Development,RESIDENTIAL,Summit Const,5402981,7775697.024146355,2023-05-31,383,2024-08-05,432,-2372716.0241463548,-49,0.694854877089705,1
PROJ-1460,Site Phase 3 Development,COMMERCIAL,Delta Partners,6318972,8727854.910289772,2023-07-01,486,2024-11-26,514,-2408882.910289772,-28,0.7240005780286516,1
PROJ-1461,Site Phase 8 Development,COMMERCIAL,Vertex Infra,2293256,5255719.131772017,2022-07-11,248,2023-08-29,414,-2962463.131772017,-166,0.43633534108334404,1
PROJ-1462,Site Phase 7 Development,RESIDENTIAL,Apex Build,5574240,6429783.218215549,2022-02-18,392,2023-04-22,428,-855543.2182155494,-36,0.8669405811704819,1
PROJ-1463,Site Phase 6 Development,COMMERCIAL,Apex Build,3269538,5456547.278876701,2023-05-27,317,2024-06-28,398,-2187009.2788767014,-81,0.5991953946146464,1
PROJ-1464,Site Phase 1 Development,INFRASTRUCTURE,Apex Build,3792716,4082740.035000437,2022-01-17,454,2023-06-07,506,-290024.03500043694,-52,0.9289633842678876,1
PROJ-1465,Site Phase 9 Development,RESIDENTIAL,Apex Build,1607350,2118851.2750255917,2022-06-21,305,2023-05-08,321,-511501.2750255917,-16,0.75859500803358,1
PROJ-1466,Site Phase 3 Development,COMMERCIAL,Summit Const,3247650,4599467.213671254,2022-08-08,525,2024-03-15,585,-1351817.213671254,-60,0.706092651415544,1
PROJ-1467,Site Phase 5 Development,INFRASTRUCTURE,Delta Partners,3086265,5770196.215806871,2022-06-07,273,2023-07-24,412,-2683931.2158068707,-139,0.5348630938312787,1
PROJ-1469,Site Phase 7 Development,RESIDENTIAL,Vertex Infra,2950770,5274388.594219592,2022-02-15,246,2023-01-10,329,-2323618.5942195924,-83,0.5594525218020272,1
PROJ-1470,Site Phase 3 Development,COMMERCIAL,Apex Build,2767275,4019688.380004753,2023-01-08,225,2023-12-06,332,-1252413.380004753,-107,0.6884302310013215,1
PROJ-1471,Site Phase 4 Development,INFRASTRUCTURE,Delta Partners,3213700,3148713.81131269,2023-06-02,350,2024-06-06,370,64986.18868731009,-20,1.0206389632661526,0
PROJ-1472,Site Phase 7 Development,COMMERCIAL,Apex Build,3666138,4914829.278916701,2022-04-09,246,2022-12-27,262,-1248691.2789167007,-16,0.7459339464194105,1
PROJ-1473,Site Phase 8 Development,RESIDENTIAL,Delta Partners,983280,1488877.892612506,2024-06-10,136,2024-12-08,181,-505597.89261250594,-45,0.6604168178457248,1
PROJ-1474,Site Phase 2 Development,RESIDENTIAL,Summit Const,4754043,6678135.040396005,2024-01-15,413,2025-03-28,438,-1924092.040396005,-25,0.7118818309667022,1
PROJ-1475,Site Phase 9 Development,COMMERCIAL,Apex Build,2158888,2877490.358612115,2022-02-06,421,2023-07-05,514,-718602.358612115,-93,0.7502676745861575,1
PROJ-1476,Site Phase 7 Development,RESIDENTIAL,Delta Partners,3788782,5237242.906987446,2022-10-07,262,2023-10-10,368,-1448460.9069874464,-106,0.7234306422841429,1
PROJ-1477,Site Phase 8 Development,INFRASTRUCTURE,Summit Const,1899168,2766450.4298649435,2022-12-15,219,2023-08-14,242,-867282.4298649435,-23,0.6864999204387393,1
PROJ-1478,Site Phase 6 Development,COMMERCIAL,Delta Partners,7396500,9051702.957111835,2023-05-12,500,2024-10-14,521,-1655202.9571118355,-21,0.8171390549430968,1
PROJ-1479,Site Phase 6 Development,COMMERCIAL,Delta Partners,1796760,2418349.8656301307,2022-10-29,184,2023-07-05,249,-621589.8656301307,-65,0.7429694212304687,1
PROJ-1480,Site Phase 9 Development,COMMERCIAL,Apex Build,1829880,2622509.9582091686,2022-06-30,204,2023-02-17,232,-792629.9582091686,-28,0.6977590282439076,1
PROJ-1481,Site Phase 4 Development,RESIDENTIAL,Summit Const,4164940,5900059.341052135,2023-08-30,332,2024-10-10,407,-1735119.3410521355,-75,0.7059149339432376,1
PROJ-1482,Site Phase 5 Development,INFRASTRUCTURE,Apex Build,5370968,6888039.32480486,2022-04-09,509,2023-10-04,543,-1517071.3248048602,-34,0.7797528072550836,1
PROJ-1483,Site Phase 9 Development,RESIDENTIAL,Vertex Infra,2143887,2798856.4887994565,2023-12-01,381,2025-02-13,440,-654969.4887994565,-59,0.7659867551549956,1
PROJ-1484,Site Phase 1 Development,INFRASTRUCTURE,Apex Build,4299519,5910037.032212574,2024-09-19,371,2025-10-12,388,-1610518.032212574,-17,0.7274944262727174,1
PROJ-1485,Site Phase 4 Development,COMMERCIAL,Summit Const,2733072,4084242.069124344,2022-04-26,388,2023-07-11,441,-1351170.0691243438,-53,0.6691748318889353,1
PROJ-1486,Site Phase 7 Development,RESIDENTIAL,Delta Partners,2730852,3859288.189942186,2022-07-10,372,2023-09-02,419,-1128436.1899421862,-47,0.7076050985559876,1
PROJ-1487,Site Phase 9 Development,INFRASTRUCTURE,Summit Const,1719672,2156792.4135246417,2022-09-10,158,2023-04-06,208,-437120.41352464166,-50,0.7973284722333119,1
PROJ-1488,Site Phase 6 Development,COMMERCIAL,Vertex Infra,3124845,4523127.461996669,2024-09-07,237,2025-05-25,260,-1398282.461996669,-23,0.6908593724706981,1
